20;11;21;15;50;00;0083951750;SE1-PM3;000;034;001;234;000;100;001;000;000;186;042;005;000;004;004;005;000;031;058;005;000;000;000;000;
20;11;21;15;49;00;0083951750;SE1-PM3;000;034;001;045;001;053;001;000;000;181;042;005;000;255;003;005;000;026;058;005;000;000;000;000;
20;11;21;15;48;00;0083951750;SE1-PM3;000;034;001;248;000;080;001;000;000;176;042;005;000;251;003;005;000;020;058;005;000;000;000;000;
20;11;21;15;47;00;0083951750;SE1-PM3;000;034;001;072;001;069;001;000;000;171;042;005;000;246;003;005;000;015;058;005;000;000;000;000;
20;11;21;15;46;00;0083951750;SE1-PM3;000;036;001;251;000;083;001;000;000;166;042;005;000;241;003;005;000;009;058;005;000;000;000;000;
20;11;21;15;45;00;0083951750;SE1-PM3;000;039;001;251;000;075;001;000;000;162;042;005;000;237;003;005;000;004;058;005;000;000;000;000;
20;11;21;15;44;00;0083951750;SE1-PM3;000;064;001;251;000;075;001;000;000;157;042;005;000;233;003;005;000;255;057;005;000;000;000;000;
20;11;21;15;43;00;0083951750;SE1-PM3;000;067;001;075;001;072;001;000;000;152;042;005;000;227;003;005;000;249;057;005;000;000;000;000;
20;11;21;15;42;00;0083951750;SE1-PM3;000;108;001;075;001;083;001;000;000;146;042;005;000;222;003;005;000;244;057;005;000;000;000;000;
20;11;21;15;41;00;0083951750;SE1-PM3;000;114;001;075;001;072;001;000;000;140;042;005;000;216;003;005;000;238;057;005;000;000;000;000;
20;11;21;15;40;00;0083951750;SE1-PM3;000;094;001;078;001;072;001;000;000;134;042;005;000;210;003;005;000;233;057;005;000;000;000;000;
20;11;21;15;39;00;0083951750;SE1-PM3;000;089;001;089;001;094;001;000;000;128;042;005;000;205;003;005;000;227;057;005;000;000;000;000;
20;11;21;15;38;00;0083951750;SE1-PM3;000;092;001;089;001;075;001;000;000;122;042;005;000;199;003;005;000;221;057;005;000;000;000;000;
20;11;21;15;37;00;0083951750;SE1-PM3;000;094;001;202;001;075;001;000;000;117;042;005;000;193;003;005;000;216;057;005;000;000;000;000;
20;11;21;15;36;00;0083951750;SE1-PM3;000;078;001;218;001;103;001;000;000;111;042;005;000;186;003;005;000;210;057;005;000;000;000;000;
20;11;21;15;35;00;0083951750;SE1-PM3;000;100;001;094;001;097;001;000;000;105;042;005;000;180;003;005;000;204;057;005;000;000;000;000;
20;11;21;15;34;00;0083951750;SE1-PM3;000;097;001;152;001;097;001;000;000;099;042;005;000;174;003;005;000;199;057;005;000;000;000;000;
20;11;21;15;33;00;0083951750;SE1-PM3;000;100;001;234;000;097;001;000;000;094;042;005;000;170;003;005;000;193;057;005;000;000;000;000;
20;11;21;15;32;00;0083951750;SE1-PM3;000;100;001;248;000;097;001;000;000;088;042;005;000;166;003;005;000;187;057;005;000;000;000;000;
20;11;21;15;31;00;0083951750;SE1-PM3;000;097;001;245;000;158;001;000;000;082;042;005;000;162;003;005;000;180;057;005;000;000;000;000;
20;11;21;15;30;00;0083951750;SE1-PM3;000;100;001;000;001;138;001;000;000;076;042;005;000;158;003;005;000;173;057;005;000;000;000;000;
20;11;21;15;29;00;0083951750;SE1-PM3;000;080;001;006;001;138;001;000;000;071;042;005;000;154;003;005;000;167;057;005;000;000;000;000;
20;11;21;15;28;00;0083951750;SE1-PM3;000;080;001;003;001;161;001;000;000;066;042;005;000;150;003;005;000;160;057;005;000;000;000;000;
20;11;21;15;27;00;0083951750;SE1-PM3;000;053;001;006;001;147;001;000;000;061;042;005;000;146;003;005;000;154;057;005;000;000;000;000;
20;11;21;15;26;00;0083951750;SE1-PM3;000;058;001;006;001;144;001;000;000;056;042;005;000;142;003;005;000;148;057;005;000;000;000;000;
20;11;21;15;25;00;0083951750;SE1-PM3;000;056;001;009;001;136;001;000;000;051;042;005;000;137;003;005;000;141;057;005;000;000;000;000;
20;11;21;15;24;00;0083951750;SE1-PM3;000;056;001;006;001;136;001;000;000;046;042;005;000;133;003;005;000;135;057;005;000;000;000;000;
20;11;21;15;23;00;0083951750;SE1-PM3;000;056;001;006;001;125;001;000;000;041;042;005;000;129;003;005;000;129;057;005;000;000;000;000;
20;11;21;15;22;00;0083951750;SE1-PM3;000;031;001;251;000;122;001;000;000;037;042;005;000;124;003;005;000;123;057;005;000;000;000;000;
20;11;21;15;21;00;0083951750;SE1-PM3;000;031;001;251;000;078;001;000;000;032;042;005;000;120;003;005;000;117;057;005;000;000;000;000;
20;11;21;15;20;00;0083951750;SE1-PM3;000;028;001;254;000;080;001;000;000;027;042;005;000;116;003;005;000;111;057;005;000;000;000;000;
20;11;21;15;19;00;0083951750;SE1-PM3;000;031;001;232;001;080;001;000;000;022;042;005;000;109;003;005;000;106;057;005;000;000;000;000;
20;11;21;15;18;00;0083951750;SE1-PM3;000;034;001;238;001;089;001;000;000;017;042;005;000;102;003;005;000;100;057;005;000;000;000;000;
20;11;21;15;17;00;0083951750;SE1-PM3;000;036;001;246;001;089;001;000;000;013;042;005;000;094;003;005;000;095;057;005;000;000;000;000;
20;11;21;15;16;00;0083951750;SE1-PM3;000;034;001;251;000;230;002;000;000;008;042;005;000;088;003;005;000;083;057;005;000;000;000;000;
20;11;21;15;15;00;0083951750;SE1-PM3;000;006;001;254;000;230;002;000;000;004;042;005;000;084;003;005;000;070;057;005;000;000;000;000;
20;11;21;15;14;00;0083951750;SE1-PM3;000;006;001;108;001;227;002;000;000;000;042;005;000;079;003;005;000;058;057;005;000;000;000;000;
20;11;21;15;13;00;0083951750;SE1-PM3;000;011;001;111;001;233;002;000;000;252;041;005;000;073;003;005;000;046;057;005;000;000;000;000;
20;11;21;15;12;00;0083951750;SE1-PM3;000;169;002;114;001;203;002;000;000;241;041;005;000;067;003;005;000;034;057;005;000;000;000;000;
20;11;21;15;11;00;0083951750;SE1-PM3;000;172;002;114;001;233;002;000;000;229;041;005;000;061;003;005;000;021;057;005;000;000;000;000;
20;11;21;15;10;00;0083951750;SE1-PM3;000;175;002;097;001;230;002;000;000;218;041;005;000;055;003;005;000;009;057;005;000;000;000;000;
20;11;21;15;09;00;0083951750;SE1-PM3;000;006;001;072;001;230;002;000;000;214;041;005;000;050;003;005;000;253;056;005;000;000;000;000;
20;11;21;15;08;00;0083951750;SE1-PM3;000;000;001;069;001;247;002;000;000;210;041;005;000;044;003;005;000;240;056;005;000;000;000;000;
20;11;21;15;07;00;0083951750;SE1-PM3;000;003;001;075;001;255;002;000;000;205;041;005;000;039;003;005;000;227;056;005;000;000;000;000;
20;11;21;15;06;00;0083951750;SE1-PM3;000;006;001;086;001;249;002;000;000;201;041;005;000;033;003;005;000;215;056;005;000;000;000;000;
